Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A0A1D5P9X4	A0A1D5P9X4_CHICK	unreviewed	Uncharacterized protein	PCCA	Gallus gallus (Chicken)	67
A0A1D5PIN0	A0A1D5PIN0_CHICK	unreviewed	Nipped-B protein		Gallus gallus (Chicken)	2416
A0A1D5PY79	A0A1D5PY79_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	90
O57338	O57338_CHICK	unreviewed	Sulfotransferase (EC 2.8.2.-)		Gallus gallus (Chicken)	312
F1P3V9	F1P3V9_CHICK	unreviewed	Chromosome 1 open reading frame 174	C21H1ORF174	Gallus gallus (Chicken)	220
F1P5Y4	F1P5Y4_CHICK	unreviewed	Uncharacterized protein	INDOL1	Gallus gallus (Chicken)	406
Q5F385	Q5F385_CHICK	unreviewed	Uncharacterized protein	RCJMB04_28p16	Gallus gallus (Chicken)	688
D0VX31	D0VX31_CHICK	unreviewed	Mitochondrial ubiquinol-cytochrome-c reductase complex core protein i (EC 1.10.2.2)		Gallus gallus (Chicken)	446
E1BXJ4	E1BXJ4_CHICK	unreviewed	Uncharacterized protein	LOC107049033	Gallus gallus (Chicken)	554
E1C7A8	E1C7A8_CHICK	unreviewed	Iroquois homeobox 5		Gallus gallus (Chicken)	307
F1NDZ1	F1NDZ1_CHICK	unreviewed	Transmembrane protease, serine 15	TMPRSS15	Gallus gallus (Chicken)	273
F1NY48	F1NY48_CHICK	unreviewed	Relaxin/insulin like family peptide receptor 1	RXFP1	Gallus gallus (Chicken)	763
A0A1L1RP95	A0A1L1RP95_CHICK	unreviewed	Beclin-1	BECN1	Gallus gallus (Chicken)	274
A0A1L1RSB1	A0A1L1RSB1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	137
A0A1L1RY05	A0A1L1RY05_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	64
B1P6A8	B1P6A8_CHICK	unreviewed	Clathrin heavy chain-like 1 (Fragment)	CLTCL1	Gallus gallus (Chicken)	73
E1BZ87	E1BZ87_CHICK	unreviewed	Family with sequence similarity 83 member G	FAM83G	Gallus gallus (Chicken)	837
E1C6A3	E1C6A3_CHICK	unreviewed	Leiomodin 3	LMOD3	Gallus gallus (Chicken)	549
F1NV30	F1NV30_CHICK	unreviewed	Integrator complex subunit 11	CPSF3L	Gallus gallus (Chicken)	600
Q6F4E0	Q6F4E0_CHICK	unreviewed	MHC class I antigen	B-F-S12	Gallus gallus (Chicken)	355
Q5ZM05	Q5ZM05_CHICK	unreviewed	Uncharacterized protein (Fragment)	RCJMB04_3p21	Gallus gallus (Chicken)	194
Q52R02	Q52R02_CHICK	unreviewed	MHC class II antigen (Fragment)		Gallus gallus (Chicken)	77
Q98UC4	Q98UC4_CHICK	unreviewed	Metabotropic glutamate receptor 5 splice variant f	mGluR5f	Gallus gallus (Chicken)	1242
A0A158VF61	A0A158VF61_CHICK	unreviewed	CD8 alpha chain (Fragment)		Gallus gallus (Chicken)	162
A0A1D5NYP2	A0A1D5NYP2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	89
A0A1D5PLF8	A0A1D5PLF8_CHICK	unreviewed	Uncharacterized protein	SPTSSB	Gallus gallus (Chicken)	80
A0A1D5NYT0	A0A1D5NYT0_CHICK	unreviewed	Ankyrin repeat domain 29	ANKRD29	Gallus gallus (Chicken)	298
A0A1D5PIM5	A0A1D5PIM5_CHICK	unreviewed	Capping protein regulator and myosin 1 linker 3		Gallus gallus (Chicken)	713
A0A1L1RTC5	A0A1L1RTC5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	129
A0A1L1RNV4	A0A1L1RNV4_CHICK	unreviewed	Transcription termination factor 3, mitochondrial	MTERF3	Gallus gallus (Chicken)	175
A0A1L1RY70	A0A1L1RY70_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	1171
O98228	O98228_CHICK	unreviewed	MHC class II B-L beta (Fragment)	B-L beta	Gallus gallus (Chicken)	89
E1BY34	E1BY34_CHICK	unreviewed	UBX domain protein 10	UBXN10	Gallus gallus (Chicken)	286
E1C3R9	E1C3R9_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	503
E1C0Q0	E1C0Q0_CHICK	unreviewed	Uncharacterized protein	LOC427652	Gallus gallus (Chicken)	321
F1NDU5	F1NDU5_CHICK	unreviewed	Phosphodiesterase (EC 3.1.4.-)	PDE4B	Gallus gallus (Chicken)	563
A0A1D5P5F4	A0A1D5P5F4_CHICK	unreviewed	Uncharacterized protein	LOC420209	Gallus gallus (Chicken)	265
A0A1D5PA58	A0A1D5PA58_CHICK	unreviewed	Matrix metalloproteinase (EC 3.4.24.-)		Gallus gallus (Chicken)	458
A0A1D5PX18	A0A1D5PX18_CHICK	unreviewed	Glutaredoxin 2	GLRX2	Gallus gallus (Chicken)	123
A0A1D5P2S7	A0A1D5P2S7_CHICK	unreviewed	Zinc finger protein 512B	ZNF512B	Gallus gallus (Chicken)	739
A0A1D5PEA4	A0A1D5PEA4_CHICK	unreviewed	NEDD8-activating enzyme E1 regulatory subunit	NAE1	Gallus gallus (Chicken)	463
A0A1D5NTU4	A0A1D5NTU4_CHICK	unreviewed	Eyes absent homolog (EC 3.1.3.48)	EYA1	Gallus gallus (Chicken)	391
A0A1D5P7K8	A0A1D5P7K8_CHICK	unreviewed	Protocadherin gamma subfamily C, 3	PCDHGC3	Gallus gallus (Chicken)	147
A0A1D5PK17	A0A1D5PK17_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	1124
A0A1D5PN14	A0A1D5PN14_CHICK	unreviewed	ATP binding cassette subfamily C member 5	ABCC5	Gallus gallus (Chicken)	1449
A0A1D5PVB9	A0A1D5PVB9_CHICK	unreviewed	Hydroxymethylglutaryl-CoA lyase, mitochondrial	HMGCL	Gallus gallus (Chicken)	285
A0A1L1RL88	A0A1L1RL88_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	315
Q2MHD3	Q2MHD3_CHICK	unreviewed	Ribosomal protein L7 (Fragment)		Gallus gallus (Chicken)	108
B5AIG4	B5AIG4_CHICK	unreviewed	Adipose triglyceride lipase		Gallus gallus (Chicken)	483
Q4VYT1	Q4VYT1_CHICK	unreviewed	Cytochrome b (Fragment)	CYTB	Gallus gallus (Chicken)	98
A0A0A0MQ46	A0A0A0MQ46_CHICK	unreviewed	High mobility group protein B3	HMGB3	Gallus gallus (Chicken)	202
A0A1L1RJ84	A0A1L1RJ84_CHICK	unreviewed	Thyroid hormone receptor associated protein 3	THRAP3	Gallus gallus (Chicken)	134
A0A1L1RUZ3	A0A1L1RUZ3_CHICK	unreviewed	Proteasome activator complex subunit 3	PSME3	Gallus gallus (Chicken)	171
A0A1L1RZF2	A0A1L1RZF2_CHICK	unreviewed	Steroid 5 alpha-reductase 3	SRD5A3	Gallus gallus (Chicken)	284
A7E3K3	A7E3K3_CHICK	unreviewed	Predicted NADPH oxidase-1	Nox1	Gallus gallus (Chicken)	561
Q7T2Z6	Q7T2Z6_CHICK	unreviewed	Transcription factor Tbx18		Gallus gallus (Chicken)	589
Q98SM6	Q98SM6_CHICK	unreviewed	Death receptor 6		Gallus gallus (Chicken)	651
Q9PVI9	Q9PVI9_CHICK	unreviewed	Regulator of G-protein signalling 7 (Fragment)		Gallus gallus (Chicken)	83
Q4FAB3	Q4FAB3_CHICK	unreviewed	Bone morphogenetic protein 3	BMP3	Gallus gallus (Chicken)	462
E1C1G1	E1C1G1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	273
F1NA14	F1NA14_CHICK	unreviewed	T-box 15		Gallus gallus (Chicken)	224
F1NRP8	F1NRP8_CHICK	unreviewed	Dystonin	DST	Gallus gallus (Chicken)	5509
O93440	O93440_CHICK	unreviewed	Winged-helix transcription factor	cFKH-1	Gallus gallus (Chicken)	528
Q5ZIK8	Q5ZIK8_CHICK	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	RCJMB04_25f21	Gallus gallus (Chicken)	361
Q6JGU6	Q6JGU6_CHICK	unreviewed	MHC class I antigen (Fragment)	B-F	Gallus gallus (Chicken)	179
A0A1B0V5Y3	A0A1B0V5Y3_CHICK	unreviewed	Cytochrome c oxidase subunit 1 (EC 1.9.3.1)	COX1	Gallus gallus (Chicken)	516
A0A1D5P1Q4	A0A1D5P1Q4_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	219
A0A1D5PV33	A0A1D5PV33_CHICK	unreviewed	PR/SET domain 11	PRDM11	Gallus gallus (Chicken)	952
A0A1D5NW23	A0A1D5NW23_CHICK	unreviewed	EFR3 homolog A	EFR3A	Gallus gallus (Chicken)	817
A0A1D5P1J2	A0A1D5P1J2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	329
A0A1D5PE98	A0A1D5PE98_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	93
A0A1D5PXL6	A0A1D5PXL6_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	232
A0A1D5P4W7	A0A1D5P4W7_CHICK	unreviewed	Family with sequence similarity 184 member A	FAM184A	Gallus gallus (Chicken)	989
A0A1D5P179	A0A1D5P179_CHICK	unreviewed	Uncharacterized protein	NDUFA13	Gallus gallus (Chicken)	144
A0A1D5PAK4	A0A1D5PAK4_CHICK	unreviewed	Uncharacterized protein	GSX2	Gallus gallus (Chicken)	256
A0A1D5PI30	A0A1D5PI30_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	187
A0A1D5PRI8	A0A1D5PRI8_CHICK	unreviewed	Programmed cell death 7	PDCD7	Gallus gallus (Chicken)	270
A0A1D5PVF9	A0A1D5PVF9_CHICK	unreviewed	Phospholipase D family member 5	PLD5	Gallus gallus (Chicken)	438
A0A1D5NWQ7	A0A1D5NWQ7_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	153
A0A1D5PG03	A0A1D5PG03_CHICK	unreviewed	Uncharacterized protein	AKR1B1L	Gallus gallus (Chicken)	277
A0A1L1RLZ6	A0A1L1RLZ6_CHICK	unreviewed	Cytoplasmic dynein 1 light intermediate chain 1	DYNC1LI1	Gallus gallus (Chicken)	90
A0A1L1RNI5	A0A1L1RNI5_CHICK	unreviewed	Atlastin GTPase 1	ATL1	Gallus gallus (Chicken)	207
A0A1L1RSN6	A0A1L1RSN6_CHICK	unreviewed	Transmembrane protein 53	TMEM53	Gallus gallus (Chicken)	161
A0A1L1RWU9	A0A1L1RWU9_CHICK	unreviewed	SPG7, paraplegin matrix AAA peptidase subunit	SPG7	Gallus gallus (Chicken)	529
Q1G7H1	Q1G7H1_CHICK	unreviewed	Translocase of inner mitochondrial membrane 9-like protein	TIMM9	Gallus gallus (Chicken)	89
H9L201	H9L201_CHICK	unreviewed	Paroxysmal nonkinesigenic dyskinesia		Gallus gallus (Chicken)	436
A0A1D5P8E3	A0A1D5P8E3_CHICK	unreviewed	Keratin		Gallus gallus (Chicken)	111
A0A1D5NY89	A0A1D5NY89_CHICK	unreviewed	Fas associated factor 1	FAF1	Gallus gallus (Chicken)	637
A0A1D5P4F5	A0A1D5P4F5_CHICK	unreviewed	Unc-5 netrin receptor D	UNC5D	Gallus gallus (Chicken)	938
A0A1D5PBF0	A0A1D5PBF0_CHICK	unreviewed	Adhesion G protein-coupled receptor L2	LPHN2	Gallus gallus (Chicken)	1461
A0A1D5PGS2	A0A1D5PGS2_CHICK	unreviewed	UDP-glucose 6-dehydrogenase	UGDH	Gallus gallus (Chicken)	265
A0A1D5PR84	A0A1D5PR84_CHICK	unreviewed	Uncharacterized protein	LOC100857259	Gallus gallus (Chicken)	505
A0A1D5PWK3	A0A1D5PWK3_CHICK	unreviewed	Synaptotagmin 9	SYT9	Gallus gallus (Chicken)	518
B3VKP4	B3VKP4_CHICK	unreviewed	MHC class I antigen (Fragment)	BF2	Gallus gallus (Chicken)	87
F1NYU8	F1NYU8_CHICK	unreviewed	GRAM domain containing 1B	GRAMD1B	Gallus gallus (Chicken)	873
A0A1D5NWT0	A0A1D5NWT0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	223
A0A1D5NY88	A0A1D5NY88_CHICK	unreviewed	Neurofascin	NFASC	Gallus gallus (Chicken)	1235
A0A1D5PA71	A0A1D5PA71_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	185
A0A1L1RW26	A0A1L1RW26_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	349
A0A1L1S0Z9	A0A1L1S0Z9_CHICK	unreviewed	Elongation factor 1-alpha	EEF1A1	Gallus gallus (Chicken)	444
Q5ZHT6	Q5ZHT6_CHICK	unreviewed	Alpha-(1,6)-fucosyltransferase (EC 2.4.1.68)	RCJMB04_33g10	Gallus gallus (Chicken)	528
Q5F3J8	Q5F3J8_CHICK	unreviewed	Uncharacterized protein	RCJMB04_15d24	Gallus gallus (Chicken)	843
Q8UUS4	Q8UUS4_CHICK	unreviewed	Natural resistant-associated macrophage protein 1 (Fragment)		Gallus gallus (Chicken)	91
Q49L21	Q49L21_CHICK	unreviewed	NAD(P)(+)--arginine ADP-ribosyltransferase (EC 2.4.2.31) (Mono(ADP-ribosyl)transferase)	ART7.1	Gallus gallus (Chicken)	298
E6N1W9	E6N1W9_CHICK	unreviewed	MHC class II M beta chain 1	DMB1	Gallus gallus (Chicken)	269
F1NYQ7	F1NYQ7_CHICK	unreviewed	Neurochondrin	NCDN	Gallus gallus (Chicken)	702
Q5F3M7	Q5F3M7_CHICK	unreviewed	Uncharacterized protein	RCJMB04_13a9	Gallus gallus (Chicken)	374
E1BVB4	E1BVB4_CHICK	unreviewed	Fli-1 proto-oncogene, ETS transcription factor	FLI1	Gallus gallus (Chicken)	413
A0A1D5P3Y7	A0A1D5P3Y7_CHICK	unreviewed	Leucine-rich repeat-containing protein 16A	LRRC16A	Gallus gallus (Chicken)	1380
A0A1D5PQ65	A0A1D5PQ65_CHICK	unreviewed	Uncharacterized protein	KRT23	Gallus gallus (Chicken)	431
A0A1D5PXA1	A0A1D5PXA1_CHICK	unreviewed	G protein-coupled receptor kinase (EC 2.7.11.-)	GRK6	Gallus gallus (Chicken)	547
F1NLQ0	F1NLQ0_CHICK	unreviewed	Heart development protein with EGF like domains 1	HEG1	Gallus gallus (Chicken)	1762
R4GJC5	R4GJC5_CHICK	unreviewed	Tensin 4	TNS4	Gallus gallus (Chicken)	664
Q5ZIC0	Q5ZIC0_CHICK	unreviewed	Uncharacterized protein	RCJMB04_28d6	Gallus gallus (Chicken)	217
E1BQC5	E1BQC5_CHICK	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.30)		Gallus gallus (Chicken)	1671
E1BU35	E1BU35_CHICK	unreviewed	Cannabinoid receptor interacting protein 1	CNRIP1	Gallus gallus (Chicken)	162
E1C333	E1C333_CHICK	unreviewed	Fatty acid amide hydrolase	FAAH	Gallus gallus (Chicken)	576
F1NEH5	F1NEH5_CHICK	unreviewed	ELL-associated factor 2	EAF2	Gallus gallus (Chicken)	264
F1NLX8	F1NLX8_CHICK	unreviewed	Uncharacterized protein	AHR	Gallus gallus (Chicken)	858
F1P4W0	F1P4W0_CHICK	unreviewed	ADP ribosylation factor like GTPase 4C	ARL4C	Gallus gallus (Chicken)	192
Q5ZIS2	Q5ZIS2_CHICK	unreviewed	Uncharacterized protein	RCJMB04_23o22	Gallus gallus (Chicken)	186
A0A1D5NWW8	A0A1D5NWW8_CHICK	unreviewed	Mitogen-activated protein kinase 8 interacting protein 3	MAPK8IP3	Gallus gallus (Chicken)	1226
A0A1D5P8Z4	A0A1D5P8Z4_CHICK	unreviewed	Sortilin related VPS10 domain containing receptor 2		Gallus gallus (Chicken)	1164
A0A1D5NTT9	A0A1D5NTT9_CHICK	unreviewed	Roundabout guidance receptor 1	ROBO1	Gallus gallus (Chicken)	866
A0A1D5NX38	A0A1D5NX38_CHICK	unreviewed	CGRP receptor component	CRCP	Gallus gallus (Chicken)	100
A0A1D5PCF2	A0A1D5PCF2_CHICK	unreviewed	Anoctamin		Gallus gallus (Chicken)	412
A0A1D5PKC9	A0A1D5PKC9_CHICK	unreviewed	Kelch like family member 30		Gallus gallus (Chicken)	535
A0A1D5PME7	A0A1D5PME7_CHICK	unreviewed	Glutamate ionotropic receptor NMDA type subunit 2A	GRIN2A	Gallus gallus (Chicken)	1134
A0A1D5PW30	A0A1D5PW30_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	218
A0A1D5PAB2	A0A1D5PAB2_CHICK	unreviewed	Uncharacterized protein	KLC1	Gallus gallus (Chicken)	599
A0A1L1RL10	A0A1L1RL10_CHICK	unreviewed	Centrosomal protein 170	CEP170	Gallus gallus (Chicken)	1178
A0A1D5PHX0	A0A1D5PHX0_CHICK	unreviewed	Protein diaphanous homolog 1	DIAPH1	Gallus gallus (Chicken)	168
A0A1D5P7F6	A0A1D5P7F6_CHICK	unreviewed	Selenoprotein W	SEPW1	Gallus gallus (Chicken)	84
A0A1D5PY80	A0A1D5PY80_CHICK	unreviewed	Uncharacterized protein	LOC101747969	Gallus gallus (Chicken)	674
A0A1L1RK94	A0A1L1RK94_CHICK	unreviewed	TROVE domain family member 2	TROVE2	Gallus gallus (Chicken)	525
A0A1L1RP91	A0A1L1RP91_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	334
A0A1L1RQ42	A0A1L1RQ42_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	736
A0A1L1RYP6	A0A1L1RYP6_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	258
Q5DLU7	Q5DLU7_CHICK	unreviewed	Receptor protein serine/threonine kinase (EC 2.7.11.30) (Fragment)	BMPR-1	Gallus gallus (Chicken)	78
Q90Z42	Q90Z42_CHICK	unreviewed	Roundabout1 protein (Fragment)	ROBO1	Gallus gallus (Chicken)	330
A0A140KED7	A0A140KED7_CHICK	unreviewed	MHC class1 antigen (Fragment)	BF1	Gallus gallus (Chicken)	83
A0A1D5PSU1	A0A1D5PSU1_CHICK	unreviewed	SRSF protein kinase 2	SRPK2	Gallus gallus (Chicken)	687
A0A1D5NX03	A0A1D5NX03_CHICK	unreviewed	Anion exchange protein	SLC4A4	Gallus gallus (Chicken)	1082
A0A1D5PB39	A0A1D5PB39_CHICK	unreviewed	Tet methylcytosine dioxygenase 1		Gallus gallus (Chicken)	1679
A0A1D5PHI0	A0A1D5PHI0_CHICK	unreviewed	rRNA adenine N(6)-methyltransferase (EC 2.1.1.-)	TFB1M	Gallus gallus (Chicken)	255
A0A1D5NXH5	A0A1D5NXH5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	538
A0A1D5P0L2	A0A1D5P0L2_CHICK	unreviewed	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B	PPP2R2C	Gallus gallus (Chicken)	440
A0A1D5PSJ7	A0A1D5PSJ7_CHICK	unreviewed	INSC, spindle orientation adaptor protein		Gallus gallus (Chicken)	550
A0A089FJ51	A0A089FJ51_CHICK	unreviewed	MHC class I antigen		Gallus gallus (Chicken)	344
E1BQL7	E1BQL7_CHICK	unreviewed	Uncharacterized protein	CELA2A	Gallus gallus (Chicken)	270
E1C136	E1C136_CHICK	unreviewed	Chloride intracellular channel protein	CLIC5	Gallus gallus (Chicken)	251
F1NA27	F1NA27_CHICK	unreviewed	Receptor-type tyrosine-protein phosphatase gamma	PTPRG	Gallus gallus (Chicken)	1380
F1NFV9	F1NFV9_CHICK	unreviewed	UDP-N-acetylglucosamine pyrophosphorylase 1	UAP1	Gallus gallus (Chicken)	471
F1NI31	F1NI31_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	573
F1NG47	F1NG47_CHICK	unreviewed	Protein kinase C (EC 2.7.11.13)		Gallus gallus (Chicken)	659
A0A1L1RMB2	A0A1L1RMB2_CHICK	unreviewed	DNA replication licensing factor MCM2	MCM2	Gallus gallus (Chicken)	135
A0A1L1RUU7	A0A1L1RUU7_CHICK	unreviewed	Uncharacterized protein	MTG1	Gallus gallus (Chicken)	105
E1BW57	E1BW57_CHICK	unreviewed	ADP-sugar pyrophosphatase	NUDT5	Gallus gallus (Chicken)	149
E1C257	E1C257_CHICK	unreviewed	Calcium homeostasis modulator family member 2	CALHM2	Gallus gallus (Chicken)	319
E1C8M4	E1C8M4_CHICK	unreviewed	Phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	Gallus gallus (Chicken)	424
F1NAV3	F1NAV3_CHICK	unreviewed	Rhotekin 2	RTKN2	Gallus gallus (Chicken)	593
F1NM37	F1NM37_CHICK	unreviewed	Transducin beta like 3	TBL3	Gallus gallus (Chicken)	812
F1NV02	F1NV02_CHICK	unreviewed	Apolipoprotein B	APOB	Gallus gallus (Chicken)	4631
A0A1L1RQP3	A0A1L1RQP3_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	327
A0A1L1RXQ7	A0A1L1RXQ7_CHICK	unreviewed	Proteasome subunit beta 7	PSMB7	Gallus gallus (Chicken)	204
A0A1L1RVV0	A0A1L1RVV0_CHICK	unreviewed	Uncharacterized protein	LOC417345	Gallus gallus (Chicken)	244
Q2XSX1	Q2XSX1_CHICK	unreviewed	Telomerase reverse transcriptase variant 17 (Fragment)	TERT	Gallus gallus (Chicken)	34
B4X7M8	B4X7M8_CHICK	unreviewed	Olfactory receptor OR41 (Fragment)		Gallus gallus (Chicken)	155
F1P3B9	F1P3B9_CHICK	unreviewed	Klotho	KL	Gallus gallus (Chicken)	999
F1P4J6	F1P4J6_CHICK	unreviewed	Myotubularin related protein 14	MTMR14	Gallus gallus (Chicken)	631
E1C645	E1C645_CHICK	unreviewed	Uncharacterized protein	CD320	Gallus gallus (Chicken)	115
E1BZT9	E1BZT9_CHICK	unreviewed	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	LOC423347	Gallus gallus (Chicken)	518
F1P076	F1P076_CHICK	unreviewed	GTPase-activating Rap/Ran-GAP domain-like protein 3	GARNL3	Gallus gallus (Chicken)	917
F1NEC0	F1NEC0_CHICK	unreviewed	Family with sequence similarity 78 member A	FAM78A	Gallus gallus (Chicken)	279
F1NQJ1	F1NQJ1_CHICK	unreviewed	Alanine--glyoxylate aminotransferase 2	AGXT2	Gallus gallus (Chicken)	497
O73724	O73724_CHICK	unreviewed	CMP-N-acetylneuraminate-beta-galactosamide- alpha-2,3-sialyltransferase (Fragment)		Gallus gallus (Chicken)	264
E1BXB7	E1BXB7_CHICK	unreviewed	CXADR like membrane protein	CLMP	Gallus gallus (Chicken)	411
E1C275	E1C275_CHICK	unreviewed	Zinc finger protein 207	ZNF207	Gallus gallus (Chicken)	465
F1NL80	F1NL80_CHICK	unreviewed	NFKB inhibitor zeta	NFKBIZ	Gallus gallus (Chicken)	618
A0A1D5NUK7	A0A1D5NUK7_CHICK	unreviewed	Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1)		Gallus gallus (Chicken)	600
A0A140KEC0	A0A140KEC0_CHICK	unreviewed	MHC class1 antigen (Fragment)	BF2	Gallus gallus (Chicken)	87
O93363	O93363_CHICK	unreviewed	Matrix metalloproteinase-13 (Fragment)	MMP-13	Gallus gallus (Chicken)	378
Q90861	Q90861_CHICK	unreviewed	DNA for pCH11.0EL histone H2A/H2B sequence (Fragment)		Gallus gallus (Chicken)	20
A0A1D5PBR0	A0A1D5PBR0_CHICK	unreviewed	Uncharacterized protein	CHIR-B5	Gallus gallus (Chicken)	324
A0A1D5PI88	A0A1D5PI88_CHICK	unreviewed	V-set and immunoglobulin domain containing 10	VSIG10	Gallus gallus (Chicken)	433
A0A1D5NYV6	A0A1D5NYV6_CHICK	unreviewed	Metallophosphoesterase domain containing 1	MPPED1	Gallus gallus (Chicken)	188
A0A1D5P440	A0A1D5P440_CHICK	unreviewed	Synaptosome associated protein 91	SNAP91	Gallus gallus (Chicken)	729
A0A1D5PND3	A0A1D5PND3_CHICK	unreviewed	Pecanex homolog 2		Gallus gallus (Chicken)	1343
A0A1D5PSI3	A0A1D5PSI3_CHICK	unreviewed	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	Gallus gallus (Chicken)	426
A0A1D5PZ66	A0A1D5PZ66_CHICK	unreviewed	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.-)	ACO2	Gallus gallus (Chicken)	776
E1BWJ5	E1BWJ5_CHICK	unreviewed	Uncharacterized protein	USP9X	Gallus gallus (Chicken)	2552
E1C3T8	E1C3T8_CHICK	unreviewed	Zwilch kinetochore protein		Gallus gallus (Chicken)	290
F1N8E7	F1N8E7_CHICK	unreviewed	Par-3 family cell polarity regulator	PARD3	Gallus gallus (Chicken)	1346
F1NWX9	F1NWX9_CHICK	unreviewed	Testis expressed 2		Gallus gallus (Chicken)	474
O12943	O12943_CHICK	unreviewed	Transcription factor cash4		Gallus gallus (Chicken)	167
A0A1D5PCU4	A0A1D5PCU4_CHICK	unreviewed	Delta-1-pyrroline-5-carboxylate synthase [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)]	ALDH18A1	Gallus gallus (Chicken)	747
Q6EBZ9	Q6EBZ9_CHICK	unreviewed	MHC class I antigen (Fragment)	B-F	Gallus gallus (Chicken)	53
A0A1L1RXA4	A0A1L1RXA4_CHICK	unreviewed	F-actin-capping protein subunit alpha-2	CAPZA2	Gallus gallus (Chicken)	285
Q3YAD5	Q3YAD5_CHICK	unreviewed	Telomerase reverse transcriptase isoform A (Fragment)	TERT	Gallus gallus (Chicken)	40
Q8AXA8	Q8AXA8_CHICK	unreviewed	Secreted chemorepellent semaphorin 3F (Fragment)	SEMA3F	Gallus gallus (Chicken)	160
I6LL52	I6LL52_CHICK	unreviewed	Membrane-bound sialidase	Neu3	Gallus gallus (Chicken)	609
Q90926	Q90926_CHICK	unreviewed	Nuclear factor 1	cNFI-A3	Gallus gallus (Chicken)	241
F1NY18	F1NY18_CHICK	unreviewed	Unc-13 homolog B	LOC100858799	Gallus gallus (Chicken)	1574
F1NZA1	F1NZA1_CHICK	unreviewed	Tubulin tyrosine ligase like 12	TTLL12	Gallus gallus (Chicken)	627
E1BX99	E1BX99_CHICK	unreviewed	Fin bud initiation factor homolog (zebrafish)	FIBIN	Gallus gallus (Chicken)	206
F1NWE5	F1NWE5_CHICK	unreviewed	UDP-galactose-4-epimerase		Gallus gallus (Chicken)	262
F1NGZ5	F1NGZ5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	90
F1NTJ9	F1NTJ9_CHICK	unreviewed	Nucleolus and neural progenitor protein		Gallus gallus (Chicken)	108
A0A1D5P364	A0A1D5P364_CHICK	unreviewed	KIAA0513		Gallus gallus (Chicken)	386
A0A1D5PNN0	A0A1D5PNN0_CHICK	unreviewed	GPALPP motifs containing 1	GPALPP1	Gallus gallus (Chicken)	350
A0A1D5NXH6	A0A1D5NXH6_CHICK	unreviewed	Host cell factor C2	HCFC2	Gallus gallus (Chicken)	751
A0A1D5P9Z9	A0A1D5P9Z9_CHICK	unreviewed	Uncharacterized protein	CNKSR2	Gallus gallus (Chicken)	899
A0A1D5PJT1	A0A1D5PJT1_CHICK	unreviewed	Uncharacterized protein	LOC425431	Gallus gallus (Chicken)	405
A0A1D5PQ95	A0A1D5PQ95_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	197
A0A1D5PVW3	A0A1D5PVW3_CHICK	unreviewed	Uncharacterized protein	CNIH4	Gallus gallus (Chicken)	139
